image,text
data/processed/0.png,"پشاور،بنوں (نمائندہ جنگ،اے ایف پی) بنوں میں اقوام میراخیل اور 
"
data/processed/1.png,"اسکے ساتھ ملحقہ علاقے کے عوام نے بجلی و گیس 
"
data/processed/10.png,"نے بجلی وگیس کی لوڈشیڈنگ کیخلاف مظاہرہ کیا۔ مظاہرین نے 
"
data/processed/100.png,"نہیں آ یا۔ آخریہ کونسا مذہب ہے؟کیا اسلام کے نام 
"
data/processed/1000.png,"ضرور ہے۔ انہوں نے کہا کہ میرا احمدیوں سے کوئی 
"
data/processed/10000.png,"ڈالر کی قدر میں اضافہ ہوگیا تاہم یورپین ممالک کی 
"
data/processed/10001.png,"اہم کرنسیوں بشمول یورو اور برطانوی پاؤنڈ کی قدر میں 
"
data/processed/10002.png,"کمی ریکارڈ کی گئی۔ منگل کو امریکی ڈالر کی قیمت 
"
data/processed/10003.png,"فروخت اور قیمت خرید میں بالترتیب 21 پیسے اور 20 
"
data/processed/10004.png,"پیسے کی تیزی رہی، تاہم یورو کی قیمت فروخت میں 
"
data/processed/10005.png,"50 پیسے اور قیمت خرید میں 49 پیسے کی کمی 
"
data/processed/10006.png,"ریکارڈ کی گئی۔ اسی طرح برطانوی پاؤنڈ کی قدر میں 
"
data/processed/10007.png,"بھی 45 پیسے کی مندی رہی۔ نیشنل بینک آف پاکستان 
"
data/processed/10008.png,"سے جاری کردہ اعداد و شمار کے مطابق امریکی ڈالر 
"
data/processed/10009.png,"اپنی گزشتہ کاروباری روز کی قیمت فروخت 88.17 روپے سے 
"
data/processed/1001.png,"تعلق نہیں، انہوں نے کہا کہ پولیس کو اپنی کارکردگی 
"
data/processed/10010.png,"بڑھ کر 88.38 روپے اور قیمت خرید 85.97 روپے سے 
"
data/processed/10011.png,"بڑھ کر 86.17 روپے ہوگئی۔ دریں اثناء یورو کی قیمت 
"
data/processed/10012.png,"فروخت 124.93 روپے سے کم ہو کر 124.43 روپے اور 
"
data/processed/10013.png,"قیمت خرید 121.77 روپے سے کم ہو کر 121.28 روپے 
"
data/processed/10014.png,"ہوگئی۔ اسی طرح برطانوی پاؤنڈ کی قیمت فروخت بھی 142.69 
"
data/processed/10015.png,"روپے سے کم ہو کر 142.24 روپے اور قیمت خرید 
"
data/processed/10016.png,"139.11 روپے سے کم ہو کر 138.66 روپے پر بند 
"
data/processed/10017.png,"ہوئی۔  
"
data/processed/10018.png,"واشنگٹن (اے پی پی) ورلڈ بینک نے امید ظاہر کی 
"
data/processed/10019.png,"ہے کہ امریکہ کو ایک اور کساد بازاری کا سامنا 
"
data/processed/1002.png,"بہتر بنانی چاہئے کیونکہ وزیراعلیٰ پنجاب نے انکی تنخواہیں ڈبل 
"
data/processed/10020.png,"نہیں کرنا پڑے گا۔ ورلڈ بینک کے سربراہ رابرٹ زوئیلک 
"
data/processed/10021.png,"نے اپنے ایک بیان میں کہا ہے کہ انہیں اس 
"
data/processed/10022.png,"بات کا یقین ہے کہ امریکہ ایک اور کساد بازاری 
"
data/processed/10023.png,"کی لپیٹ میں نہیں آئے گا اور نہ ہی دنیا 
"
data/processed/10024.png,"کے دوسرے ممالک کو اس قسم کے بحران کا سامنا 
"
data/processed/10025.png,"ہو سکتا ہے۔ رابرٹ زوئیلک سنگاپور میں ایک اجلاس سے 
"
data/processed/10026.png,"خطاب کر رہے تھے جس میں ان سے امریکہ کی 
"
data/processed/10027.png,"اقتصادی صورتحال کے حوالے سے سوال کیا گیا تھا۔  
"
data/processed/10028.png,"ڈھاکہ ( جنگ نیوز) بھارتی وزیراعظم منموہن سنگھ نے کہا 
"
data/processed/10029.png,"ہے کہ اگر انہیں بنگلہ دیش کے دورے کے دوران 
"
data/processed/1003.png,"کر دی ہیں۔ اس کے باوجود کارکردگی میں بہتری نہیں 
"
data/processed/10030.png,"ہلسا مچھلی پیش کی جائے تو وہ گوشت نہ کھانے 
"
data/processed/10031.png,"کا عہد توڑنے کے لئے تیار ہیں۔ بھارتی وزیراعظم منموہن 
"
data/processed/10032.png,"سنگھ دو روزہ سرکاری دورے پر بنگلہ دیش پہنچے ہیں۔ 
"
data/processed/10033.png,"منموہن سنگھ نے بنگلہ دیش کی نیوز ایجنسی کو ایک 
"
data/processed/10034.png,"انٹرویو میں بتایا کہ اگرچہ وہ سبزی خور ہیں لیکن 
"
data/processed/10035.png,"بنگلہ دیش انہیں ہلسا مچھلی پیش کرنے کی کوشش کرے 
"
data/processed/10036.png,"گا۔انہوں نے کہا کہ ’میں سبزی کے علاوہ کچھ نہ 
"
data/processed/10037.png,"کھانے کا عہد توڑنے کو تیار ہوں کیونکہ میں نے 
"
data/processed/10038.png,"سنا ہے کہ ہلسا مچھلی بہت ذائقہ دار ہوتی ہے‘۔ 
"
data/processed/10039.png,"واضح رہے کہ بنگلہ دیش میں ہلسا مچھلی کو بہت 
"
data/processed/1004.png,"آئی۔  
"
data/processed/10040.png,"پسند کیا جاتا ہے۔ اگرچہ ہلسا مچھلی بھارت کے بازاروں 
"
data/processed/10041.png,"سے بھی مل جاتی ہے تاہم بنگلہ دیش کے دریاوٴں 
"
data/processed/10042.png,"میں پائی جانے والی مچھلی بہت ذائقہ دار ہوتی ہے۔ 
"
data/processed/10043.png,"کراچی (اسٹاف رپورٹر) وزیراعلیٰ سندھ سید قائم علی شاہ سے 
"
data/processed/10044.png,"گزشتہ روز سابق وفاقی وزیر قانون سینیٹر بابر اعوان اور 
"
data/processed/10045.png,"اسپیکر نثار احمد کھوڑو نے ملاقاتیں کیں۔ اس موقع پر 
"
data/processed/10046.png,"ملک کی سیاسی صورتحال،بالخصوص کراچی میں امن واماں کی صورتحال، 
"
data/processed/10047.png,"سندھ میں حالیہ بارشوں سے ہونے والے نقصانات اور ریلیف 
"
data/processed/10048.png,"کے معاملات پر تبادہ خیال کیا گیا۔ وزیراعلیٰ سندھ نے 
"
data/processed/10049.png,"سینیٹر بابر اعوان کو بتایا کہ وہ گزشتہ دو دنوں 
"
data/processed/1005.png,"اسلام آباد (نمائندہ جنگ) سپریم کورٹ نے حج کرپشن اسکینڈل 
"
data/processed/10050.png,"سے اندرون سندھ میں بارش سے تباہ شدہ کچھ علاقوں 
"
data/processed/10051.png,"کے دورے پر تھے جہاں انہوں نے متاثرہ افراد سے 
"
data/processed/10052.png,"ملاقات کی اور ان کے دکھوں اور تکالیف میں شرکت 
"
data/processed/10053.png,"کی۔ وزیراعلیٰ سندھ نے بتایا کہ صوبہ سندھ حالیہ بارشوں 
"
data/processed/10054.png,"سے بری طرح سے متاثر ہوا ہے۔ لاکھوں افراد بے 
"
data/processed/10055.png,"گھر ہو گئے ہیں جنہیں ریلیف کیمپوں میں رکھا گیا 
"
data/processed/10056.png,"ہے۔ انہوں نے بتایا کہ فصلوں کو بڑا نقصان پہنچا 
"
data/processed/10057.png,"ہے، راستے تباہ ہو گئے ہیں، مکانات گر گئے ہیں 
"
data/processed/10058.png,"جبکہ حکومت ان متاثرین کی امداد اور دوبارہ بحالی کیلئے 
"
data/processed/10059.png,"شب و روز کوشاں ہے۔ انہوں نے کہا کہ نقصانات 
"
data/processed/1006.png,"کیس میں ڈی جی ایف آئی اے وسیم احمد کی 
"
data/processed/10060.png,"کے سروے کا کام جاری ہے۔ دونوں رہنماؤں نے اس 
"
data/processed/10061.png,"عزم کا اعادہ کیا کہ صوبے کے متاثرہ افراد کی 
"
data/processed/10062.png,"امداد کے لئے بھرپور کوششیں کی جائیں گی۔  
"
data/processed/1007.png,"درخواست پر اٹارنی جنرل کو ہدایت کی ہے کہ ڈی 
"
data/processed/1008.png,"جی ایف آئی اے کو تحقیقات سے الگ کرنے کے 
"
data/processed/1009.png,"بارے میں حکومتی لائحہ عمل سے 3 روز میں عدالت 
"
data/processed/101.png,"پر ایسا گھناوٴنا عمل کرکے دنیا بھر میں اسلام کی 
"
data/processed/1010.png,"کو آگاہ کیا جائے، چیف جسٹس افتخار محمد چوہدری نے 
"
data/processed/1011.png,"کہا کہ وسیم احمد رہے اور کیس خراب ہو گیا 
"
data/processed/1012.png,"تو عدالت کسی سے رعایت نہیں برتے گی۔ چیف جسٹس 
"
data/processed/1013.png,"کی سربراہی میں جسٹس جاوید اقبال، جسٹس تصدق حسین جیلانی، 
"
data/processed/1014.png,"جسٹس انور ظہیر جمالی، جسٹس راجہ فیاض احمد، جسٹس غلام 
"
data/processed/1015.png,"ربانی اور جسٹس خلیل الرحمن رمدے پر مشتمل 7 رکنی 
"
data/processed/1016.png,"بنچ نے سماعت کی۔ عدالت نے مزید سماعت 20 جنوری 
"
data/processed/1017.png,"تک ملتوی کر دی۔ عدالت نے حجاج کرام کو 700 
"
data/processed/1018.png,"ریال کی واپسی کے حوالے سے حکومتی اقدامات کو سراہا۔ 
"
data/processed/1019.png,"عدالت کو ایف آئی اے کے تفتیشی آفیسر نے بتایا 
"
data/processed/102.png,"اچھی تصویر پیش کی جارہی ہے یا اس کا امیج 
"
data/processed/1020.png,"کہ سابق وزیر حامد سعید کاظمی اور راؤ شکیل کے 
"
data/processed/1021.png,"بینک اکاؤنٹس نہیں مل رہے جبکہ عدالت کے روبرو ایف 
"
data/processed/1022.png,"آئی اے نے وزیر داخلہ رحمن ملک کا ریکارڈ شدہ 
"
data/processed/1023.png,"بیان بھی عدالت کے سامنے پیش کیا، وزیر داخلہ کا 
"
data/processed/1024.png,"بیان ڈی جی حج آپریشن راؤ شکیل احمد کا نام 
"
data/processed/1025.png,"ای سی ایل سے نکالنے کے بارے میں تھا جس 
"
data/processed/1026.png,"میں کہا گیا کہ ڈی جی حج آپریشن مقرر ہونے 
"
data/processed/1027.png,"کے بعد ان کا سعودی عرب جانا ضروری تھا اس 
"
data/processed/1028.png,"لئے ان کا نام ای سی ایل سے نکالا گیا۔ 
"
data/processed/1029.png,"چیف جسٹس نے کہا کہ وزیر داخلہ کو ای سی 
"
data/processed/103.png,"خراب کیاجارہاہے؟ یہ اسلام نہیں مذہبی انتہا پسندی ہے، اسلام 
"
data/processed/1030.png,"ایل سے نام نکالنے کا اختیار حاصل نہیں ہے۔ سردار 
"
data/processed/1031.png,"لطیف کھوسہ نے عدالت کو بتایا کہ راؤ شکیل کا 
"
data/processed/1032.png,"نام ایس ایم ایس کے ذریعے نہیں بلکہ ایس ایم 
"
data/processed/1033.png,"ای کے ذریعے ای سی ایل سے نکالا گیا جس 
"
data/processed/1034.png,"کا مطلب وہ سیکرٹری وزارت داخلہ ہے، چیف جسٹس نے 
"
data/processed/1035.png,"کہا کہ وزیر داخلہ کے بیان کے مطابق ای سی 
"
data/processed/1036.png,"ایل سے نام نکالنے کا اختیار ان کے پاس ہے 
"
data/processed/1037.png,"جبکہ ای سی ایل کے قوانین کے مطابق یہ اختیار 
"
data/processed/1038.png,"سیکرٹری داخلہ کے پاس ہے۔ عدالت نے لطیف کھوسہ سے 
"
data/processed/1039.png,"کہا کہ آپ یہاں حامد سعید کاظمی کی وکالت کیلئے 
"
data/processed/104.png,"ایسا کرنے کادرس نہیں دیتامگربعض گروپ اسلام کے نام پر 
"
data/processed/1040.png,"آئے ہیں وزیر داخلہ کی وکالت کیلئے نہیں آئے۔ سابق 
"
data/processed/1041.png,"وفاقی وزیراعظم سواتی کے وکیل افنان کنڈی نے عدالت کو 
"
data/processed/1042.png,"بتایا کہ ابھی تک ملزمان کے بنک اکاؤنٹس کی تفصیلات 
"
data/processed/1043.png,"نہیں بتائی گئیں جبکہ تفتیشی افسر کو بھی ابھی تک 
"
data/processed/1044.png,"سعودی عرب نہیں بھیجا گیا۔ احمد فیض اور حامد سعید 
"
data/processed/1045.png,"کی گفتگو کا ریکارڈ اور زین سکھیرا کے سعودی عرب 
"
data/processed/1046.png,"دوروں اور دیگر تفصیلات ایف آئی اے کو دی گئی 
"
data/processed/1047.png,"ہیں۔ ایڈووکیٹ لطیف کھوسہ نے کہا کہ ایف آئی اے 
"
data/processed/1048.png,"کے تفتیشی افسر حسین اصغر کا ویزا لگ گیا ہے 
"
data/processed/1049.png,"اوروہ جلد سعودی عرب چلے جائیں گے۔ جسٹس خلیل الرحمن 
"
data/processed/105.png,"مذہبی انتہاپسندی اورمذہبی جنونیت کوپروان چڑھارہے ہیں اور اسلام کے 
"
data/processed/1050.png,"رمدے نے کہا کہ جس انداز سے تفتیش کی جا 
"
data/processed/1051.png,"رہی ہے اس سے ہم تنگ آ چکے ہیں 35 
"
data/processed/1052.png,"روز گزر گئے تفتیشی افسر کو نہیں بھیجا گیا، ہم 
"
data/processed/1053.png,"شروع سے ہی ڈی جی ایف آئی اے کو کہہ 
"
data/processed/1054.png,"رہے ہیں کہ ہم سے نہ سہی کم از کم 
"
data/processed/1055.png,"خدا سے تو ڈریں۔ اداروں میں چن چن کر غلط 
"
data/processed/1056.png,"بندے لگائے جا رہے ہیں۔ ڈی جی ایف آئی اے 
"
data/processed/1057.png,"نے کہا کہ انہوں نے حکومت کو درخواست دی ہے 
"
data/processed/1058.png,"کہ ان کو تحقیقات سے الگ کر دیا جائے کیونکہ 
"
data/processed/1059.png,"میں پانچ سیکرٹریوں کو تفتیش کے لئے نہیں بلا سکتا، 
"
data/processed/106.png,"نام پر تشدد اور جنگ وجدل کادرس دے رہے ہیں۔ 
"
data/processed/1060.png,"تفتیشی افسر نے بتایا کہ حامد کاظمی اور راؤ شکیل 
"
data/processed/1061.png,"وغیرہ کے متعلق 8 بینک اکاؤنٹس چیک کئے گئے ہیں 
"
data/processed/1062.png,"ان میں سے کوئی اکاؤنٹس پاکستان میں موجود نہیں، سیکرٹری 
"
data/processed/1063.png,"مذہبی امور شوکت حیات درانی نے کہا کہ عدالتی احکامات 
"
data/processed/1064.png,"کی روشنی میں 26 ہزار چھ سوحاجیوں کو 700 ریال 
"
data/processed/1065.png,"فی کس واپس کرنے کے لئے اقدامات کئے جا رہے 
"
data/processed/1066.png,"ہیں اور بینکوں کو ہدایت کی ہے کہ آئندہ ہفتے 
"
data/processed/1067.png,"سے کام شروع کر دیں۔  
"
data/processed/1068.png,"اسلام آباد (اظہر سید … نمائندہ جنگ) حکومت نے بجلی 
"
data/processed/1069.png,"کی قیمتوں میں دو فیصد اضافہ کردیاہے تاہم سیاسی صورتحال 
"
data/processed/107.png,"یہ اسلام اور نبی اکرمﷺ سے محبت نہیں۔ نبی اکرم 
"
data/processed/1070.png,"کی وجہ سے قیمتوں میں اس اضافہ کااعلان نہیں کیاگیا۔ 
"
data/processed/1071.png,"انتہائی ذمہ دار حکومتی ذرائع کاکہنا ہے کہ پیٹرولیم مصنوعات 
"
data/processed/1072.png,"کی قیمتوں میں اضافہ کا فیصلہ واپس لینے پر وفاقی 
"
data/processed/1073.png,"حکومت پر آئی ایم ایف کا شدید دباؤ تھا۔ حکومت 
"
data/processed/1074.png,"نے اس دباؤ کے سامنے گھٹنے ٹیکتے ہوئے دسمبر2010ء سے 
"
data/processed/1075.png,"بجلی کی قیمتوں میں اضافہ کانوٹیفکیشن جاری کیاہے اور اس 
"
data/processed/1076.png,"نوٹیفکیشن کی معمول کی 100کاپیوں کی بجائے صرف 35کاپیاں تیار 
"
data/processed/1077.png,"کرائی ہیں۔رواں ماہ جنوری کے بجلی کے بلوں میں دو 
"
data/processed/1078.png,"فیصداضافہ شامل ہو گا حکومت کی طرف سے خاموشی کے 
"
data/processed/1079.png,"ساتھ جاری کردہ نوٹیفکیشن کے مطابق 50یونٹ تک ماہانہ بجلی 
"
data/processed/108.png,"ﷺ تو رحمت العالمین بن کر آئے، وہ سارے عالم 
"
data/processed/1080.png,"استعمال کرنے پر فی یونٹ قیمت ایک روپیہ 87 پیسے 
"
data/processed/1081.png,"100 یونٹ تک 4روپیہ 36پیسے ،300یونٹ ماہانہ بجلی استعمال کرنے 
"
data/processed/1082.png,"پر 6روپیہ 60پیسے ،301 یونٹ سے 700یونٹ تک 10روپیہ 65 
"
data/processed/1083.png,"پیسے جبکہ 700 یونٹ سے زیادہ پر فی یونٹ قیمت 
"
data/processed/1084.png,"13روپیہ 29پیسے مقرر کی گئی ہے سنگل فیز میٹر پر 
"
data/processed/1085.png,"75 روپیہ اورتھری فیز کنکشن پر 150روپیہ ماہانہ لازمی چارجز 
"
data/processed/1086.png,"ہوں گے۔5کلوواٹ سے زیادہ بجلی کے استعمال پر مصروف اوقات 
"
data/processed/1087.png,"”پیک اوور“ میں قیمت 12روپیہ 25پیسے اورعام اوقات میں 6روپیہ 
"
data/processed/1088.png,"70پیسے فی یونٹ ہوئی کمرشل صارفین کیلئے 5کلو واٹ تک 
"
data/processed/1089.png,"بجلی کے استعمال پر قیمت فی یونٹ 13روپیہ اور اس 
"
data/processed/109.png,"کیلئے رحمت لانے والے ہیں تشدد لانے والے نہیں، آپﷺ 
"
data/processed/1090.png,"سے زیادہ پر 8روپیہ 14پیسے فی یونٹ ہوگی۔ جبکہ 353روپیہ 
"
data/processed/1091.png,"ماہانہ لازمی چارجز بھی ہوں گے۔ مصروف اوقات میں فی 
"
data/processed/1092.png,"یونٹ قیمت 11روپیہ 49پیسے اورعام اوقات میں 6روپیہ 50پیسے فی 
"
data/processed/1093.png,"یونٹ ہوگی صنعتی شعبہ کیلئے 6کلو واٹ تک 8روپیہ 96پیسے 
"
data/processed/1094.png,"فی یونٹ جبکہ 6سے 500کے وی تک بجلی کے ا 
"
data/processed/1095.png,"ستعمال پر فی یونٹ بجلی کی قیمت7روپے 59پیسے ہوگی جبکہ 
"
data/processed/1096.png,"353روپیہ فکسڈ چارجز ہوں گے۔  
"
data/processed/1097.png,"کراچی (اسٹاف رپورٹر) مارکیٹوں میں جبری بھتہ، پرچی، دھمکی آمیز 
"
data/processed/1098.png,"فون کالز، تاجروں کے بلاجواز قتل، دکانوں پر اشتعال انگیز 
"
data/processed/1099.png,"فائرنگ،گوداموں اور دکانوں کے تالے توڑکر قیمتی سامان لوٹنے، ڈکیتی، 
"
data/processed/11.png,"مظاہرہ کے دورا ن بنوں ڈیرہ روڈ بلاک کردی اورسڑک 
"
data/processed/110.png,"تو غیر مسلموں حتیٰ کہ اپنے دشمنوں تک سے حسن 
"
data/processed/1100.png,"چوری اور لوٹ مارکے بڑھتے ہوئے واقعات کے خلاف احتجاجی 
"
data/processed/1101.png,"لائحہ عمل طے کرنے کیلئے آل کراچی تاجر اتحادکے چیئرمین 
"
data/processed/1102.png,"عتیق میرکی زیرصدارت بدھ 12 جنوری، سہ پہر3 بجے آرام 
"
data/processed/1103.png,"باغ فرنیچر مارکیٹ میں مارکیٹوں کے نمائندوں کا ایک ہنگامی 
"
data/processed/1104.png,"اجلاس بلایا گیا ہے جس میں بدامنی اور لوٹ مارکی 
"
data/processed/1105.png,"موجودہ تشویشناک صورتحال کیخلاف حکومت اور اس کے حفاظتی اداروں 
"
data/processed/1106.png,"کے منفی کردارکی پرزور مذمت کی جائے گی۔ پرامن شٹر 
"
data/processed/1107.png,"بند ہڑتال، احتجاجی ریلیاں، دھرنے اور بھوک ہڑتال کے پروگرام 
"
data/processed/1108.png,"ترتیب دیئے جائیں گے جن میں سیاسی، مذہبی اور شہری 
"
data/processed/1109.png,"جماعتوں کو بھی شرکت کی دعوت دی جائے گی۔ امن 
"
data/processed/111.png,"سلوک سے پیش آتے، آپ ﷺ بدلہ لینے والے نہیں 
"
data/processed/1110.png,"و امان کے قیام میں سیکورٹی اداروں کی ناکامی، حکومت 
"
data/processed/1111.png,"کی عدم دلچسپی، تجارتی شہرکے کاروباری مستقبل اور تاجروں کی 
"
data/processed/1112.png,"جان و مال کے تحفظ پر غورکیا جائے گا۔ اس 
"
data/processed/1113.png,"سلسلے میں آل کراچی تاجر اتحاد کے چیئرمین عتیق میر 
"
data/processed/1114.png,"نے پریس کو جاری کیے گئے ایک اعلامیے میں کہا 
"
data/processed/1115.png,"کہ شہری زندگی کی مہذب شناخت ختم ہوگئی،کراچی جگمگاتے ہوئے 
"
data/processed/1116.png,"جنگل کی تصویر پیش کر رہا ہے۔ ٹارگٹ کلنگ، بھتہ 
"
data/processed/1117.png,"مافیا، ڈاکووٴں اور لٹیروں نے کراچی کی تجارتی حیثیت کو 
"
data/processed/1118.png,"تباہ و برباد کرکے رکھ دیا ہے۔ کراچی مکمل طور 
"
data/processed/1119.png,"پر ڈاکووٴں، لٹیروں اور بھتہ مافیا کی ریاست بن چکا 
"
data/processed/112.png,"بلکہ معاف کرنے والے ہیں، آپ ﷺ نے تو فتح 
"
